Tsai camera calibration result
BALL ZONE= 0.957648 2.98893 5.82381 0.391276 5.1901 -122.254 -0.498852 19.1698
BALL ZONE= 0.967643 2.94044 6.39153 0.324044 5.11966 -127.75 -2.87751 17.838
BALL ZONE= 0.991018 2.85214 7.0892 0.349843 4.80023 -135.077 -7.75411 14.6378
BALL ZONE= 1.00101 2.88646 6.51868 0.288897 5.03968 -134.444 -15.9476 13.3189
BALL ZONE= 1.02439 3.00032 6.8868 0.395365 6.15315 -135.97 -19.2012 10.0472
BALL ZONE= 1.03438 2.99651 6.56193 0.33726 6.29544 -138.945 -27.6581 8.66913
BALL ZONE= 1.05776 3.08343 6.67841 0.490533 7.19559 -139.025 -30.4975 5.39231
Final dev[0] number=14
Final dev[1] number=8
